case_id,case_kind,parent_id,operator,report_class,expected_decision,evaluator_name,decision,correct,dim_claim_evidence_consistency,dim_evidence_completeness,dim_impact_calibration,dim_reproducibility,dim_scope_consistency,confidence
mut-verb-021-professionalize-language-01,mutated,canonical-verb-021,professionalize_language,invalid,reject,evidence-graph-baseline,reject,1,0.15,0.0,0.5,0.4666666666666666,0.8,0.85
mut-verb-021-scope-expansion-04,mutated,canonical-verb-021,scope_expansion,invalid,reject,evidence-graph-baseline,reject,1,0.15,0.0,0.5,0.4666666666666666,0.8,0.85
mut-versiondisc-024-add-irrelevant-detail-02,mutated,canonical-versiondisc-024,add_irrelevant_detail,invalid,reject,evidence-graph-baseline,reject,1,0.35,0.95,0.875,0.7666666666666666,0.8,0.85
mut-versiondisc-024-confidence-overstatement-01,mutated,canonical-versiondisc-024,confidence_overstatement,invalid,reject,evidence-graph-baseline,reject,1,0.35,0.95,0.875,0.7666666666666666,0.8,0.85
mut-versiondisc-024-professionalize-language-04,mutated,canonical-versiondisc-024,professionalize_language,invalid,reject,evidence-graph-baseline,reject,1,0.35,0.95,0.875,0.7666666666666666,0.8,0.85
mut-versiondisc-024-scope-expansion-03,mutated,canonical-versiondisc-024,scope_expansion,invalid,reject,evidence-graph-baseline,reject,1,0.35,0.95,0.875,0.7666666666666666,0.8,0.85
mut-websig-018-confidence-overstatement-05,mutated,canonical-websig-018,confidence_overstatement,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-websig-018-fabricate-reference-06,mutated,canonical-websig-018,fabricate_reference,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-websig-018-impact-inflation-01,mutated,canonical-websig-018,impact_inflation,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-websig-018-impossible-precondition-08,mutated,canonical-websig-018,impossible_precondition,valid,reject,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-websig-018-invent-api-identifier-03,mutated,canonical-websig-018,invent_api_identifier,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-websig-018-misattribute-cve-07,mutated,canonical-websig-018,misattribute_cve,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-websig-018-professionalize-language-04,mutated,canonical-websig-018,professionalize_language,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-websig-018-scope-expansion-02,mutated,canonical-websig-018,scope_expansion,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-wstoken-022-add-irrelevant-detail-05,mutated,canonical-wstoken-022,add_irrelevant_detail,review,needs_manual_review,evidence-graph-baseline,reject,0,0.35,0.95,0.625,1.0,0.8,0.85
mut-wstoken-022-confidence-overstatement-03,mutated,canonical-wstoken-022,confidence_overstatement,review,needs_manual_review,evidence-graph-baseline,reject,0,0.35,0.95,0.625,1.0,0.8,0.85
mut-wstoken-022-professionalize-language-04,mutated,canonical-wstoken-022,professionalize_language,review,needs_manual_review,evidence-graph-baseline,reject,0,0.35,0.95,0.625,1.0,0.8,0.85
mut-wstoken-022-remove-affected-version-02,mutated,canonical-wstoken-022,remove_affected_version,review,needs_manual_review,evidence-graph-baseline,reject,0,0.35,0.95,0.625,1.0,0.8,0.85
mut-wstoken-022-remove-reproduction-step-01,mutated,canonical-wstoken-022,remove_reproduction_step,review,needs_manual_review,evidence-graph-baseline,reject,0,0.35,0.95,0.625,0.7666666666666666,0.8,0.85
mut-xsrf-003-confidence-overstatement-04,mutated,canonical-xsrf-003,confidence_overstatement,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsrf-003-contradict-observed-result-08,mutated,canonical-xsrf-003,contradict_observed_result,valid,reject,evidence-graph-baseline,reject,1,0.65,0.75,0.875,1.0,0.8,0.85
mut-xsrf-003-fabricate-reference-05,mutated,canonical-xsrf-003,fabricate_reference,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsrf-003-impossible-precondition-07,mutated,canonical-xsrf-003,impossible_precondition,valid,reject,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsrf-003-invent-api-identifier-02,mutated,canonical-xsrf-003,invent_api_identifier,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsrf-003-misattribute-cve-06,mutated,canonical-xsrf-003,misattribute_cve,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsrf-003-professionalize-language-03,mutated,canonical-xsrf-003,professionalize_language,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsrf-003-scope-expansion-01,mutated,canonical-xsrf-003,scope_expansion,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xssref-016-add-irrelevant-detail-08,mutated,canonical-xssref-016,add_irrelevant_detail,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-xssref-016-confidence-overstatement-03,mutated,canonical-xssref-016,confidence_overstatement,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-xssref-016-contradict-observed-result-07,mutated,canonical-xssref-016,contradict_observed_result,valid,reject,evidence-graph-baseline,reject,1,0.65,0.75,0.875,1.0,0.8,0.85
mut-xssref-016-fabricate-reference-04,mutated,canonical-xssref-016,fabricate_reference,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xssref-016-impossible-precondition-06,mutated,canonical-xssref-016,impossible_precondition,valid,reject,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xssref-016-invent-api-identifier-01,mutated,canonical-xssref-016,invent_api_identifier,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xssref-016-misattribute-cve-05,mutated,canonical-xssref-016,misattribute_cve,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xssref-016-professionalize-language-02,mutated,canonical-xssref-016,professionalize_language,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsssto-013-add-irrelevant-detail-07,mutated,canonical-xsssto-013,add_irrelevant_detail,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsssto-013-confidence-overstatement-02,mutated,canonical-xsssto-013,confidence_overstatement,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsssto-013-contradict-observed-result-06,mutated,canonical-xsssto-013,contradict_observed_result,valid,reject,evidence-graph-baseline,reject,1,0.65,0.75,0.875,1.0,0.8,0.85
mut-xsssto-013-fabricate-reference-03,mutated,canonical-xsssto-013,fabricate_reference,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsssto-013-impossible-precondition-05,mutated,canonical-xsssto-013,impossible_precondition,valid,reject,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsssto-013-misattribute-cve-04,mutated,canonical-xsssto-013,misattribute_cve,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsssto-013-professionalize-language-01,mutated,canonical-xsssto-013,professionalize_language,valid,accept,evidence-graph-baseline,accept,1,0.65,1.0,1.0,1.0,0.8,0.69
mut-xsssto-013-remove-reproduction-step-08,mutated,canonical-xsssto-013,remove_reproduction_step,valid,needs_manual_review,evidence-graph-baseline,accept,0,0.65,1.0,1.0,0.7666666666666666,0.8,0.643
